id,platform,text,label_binary
RND022,tieba,下半身动物的帽子早就从男人身上剥离了，这句话其实是用来形容女人的，只是被女权利用栽赃给扣在了男人身上，男人出轨天天的性那都是假象，女人嫌男人不行，天天抱怨没有性生活这才是真相,1
RND023,tieba,想知你对他做成什么损失？骗财骗色？,0
RND024,xhs,已经不属于人类范畴了,1
RND025,xhs,给中国女人一条活路吧,0
RND026,wb,那别抢啊,0
RND027,xhs,你看到的大多数人都是伪装的样子，只是她说了不该说的实话而已，接地气毁了自己，人们习惯了听假话,0
RND028,wb,？你没事儿吧，侵权还有理了？,0
RND029,xhs,好奇除了脱离群众的艺术家喜欢用“劳动人民”来贬低别人，还有什么人喜欢用这个词贬低别人？你不是劳动人民吗？,0
RND030,wb,在这乱讲话，显示出你一点都没有脑子哦。而且卫生巾收税13%呢。我可以准确的讲，航母都是我们流出来的。,1
RND031,zhihu,这暴躁老哥说的好呀???要不是疫情我也去东南亚快乐一下，抖音上那群老板也去霍霍非洲世界小姐们了,1
RND032,zhihu,啊啊啊啊啊啊啊啊啊啊啊好可爱的男孩子！！！！希望你能跟你的老攻好好的！！！（鸡冻）,0
RND033,wb,在别人讨论时事的时候，有的腊鸡不会正面讨论，只会去扒别人的微博，看人追啥星，学历，做啥工作，这种渣滓呢在逻辑学上叫诉诸人身，因为它知道自己没理呀，就只会东拉西扯。可是畜生怎么会懂逻辑学呢？人类跟??说话也只是享受逗??的乐趣罢了，哎~,1
RND034,zhihu,我啥子都没说，全在酒里。,0
RND035,wb,单再好，以后远离。路过李荣浩再支持一波。,0
RND036,xhs,想冲进屏幕给他俩踹一边去,0
RND037,tieba,微博女拳什么成分大家都知道的吧，“对啊对啊女的脑子里也就那点东西了”,1
RND038,wb,至于吗…没必要这么苛责吧，卖假货的多了去了；成分不对，但也吃不坏，主播哪有那个功夫细研究配料表，口感类似也可能真不知情。消费者大不了不买了，真是墙倒众人推…,0
RND039,xhs,不行，我真的不想看他俩，感觉恶心,0
RND040,tieba,没有比这个更荒唐的事情了,0
RND041,xhs,好嚣张的样子，惹不起惹不起,0
RND042,tieba,昆仑奴翻身逆袭咯？,1
RND043,tieba,只能怪她没来黑人吧。,1
RND044,xhs,太贵了！看不起！辣眼睛,0
RND045,tieba,那些人利女病发作呗,1
RND046,xhs,对，为自己积德，别去坑害人家啦！,0
RND047,xhs,这是在给人超度吗 大晚上黑灯瞎火怪吓人的,0
RND048,wb,莫挨华帝,0
RND049,xhs,他不适合精巧繁复的妆造，脸链会让人把视觉聚焦到他脸上，他本身不是精致挂的长相，根本hold不住，反而给人一种违和感，他适合清爽简单的造型，看整体还能说一句小帅，现在的造型就给人一种用力过猛的油腻感,0
RND050,zhihu,这是作风问题，国家队公务员的私生活有要求的，而且在体制内你搞这种事，估计全单位都能知道，小地方能传遍所有体制内单位,0
RND051,xhs,改成这个鬼样子，谁能忍！,0
RND052,xhs,别人都懒得骂她，因为恶心,0
RND053,zhihu,不是说黑人饿死不种地渴死不挖井吗？咋会加班呢,1
RND054,tieba,直接主动攻击，杀疯了,0
RND055,tieba,它们只会骂中国男性，??跌跪舔还来不及呢,1
RND056,tieba,日本现在早就没有武士道而现在只剩宅男文化看看日本最近动作片都是龟奴把自己老婆和女朋友贡献出去这也反应最近日本一个态度,0
RND057,xhs,看看有没有房贷，养娃儿这些高消费了还有看一家人人口多少了,0
RND058,zhihu,黑人除了特别优秀的黑人，如奥巴马之流，其余的都不行啊。,1
RND059,wb,不坐着还得一直站着啊，能把事情处理成这样还怪乘客，但凡有一丁点人文关怀,0
RND060,tieba,我们玩国籍游戏的时候编程一个喊话系统直接骂黑人开的全部麦，美国人都拍手叫好。,1
RND061,wb,如果能转的话我倒是乐意原价收几场没抢到票的，毕竟黄牛现在最便宜价位都要近1.8k，,0
RND062,tieba,兄弟你这么才知道它们有这种绝技在暂时没有**人类与它们交配情况下它们是可以见到一个洞都能交配比如汽车排气口和众多大自然野生动物也是它们交配目标这些都是因为基因与大脑和历史长期就注定的事,1
RND063,tieba,都是男人给惯的,1
RND064,zhihu,我个人是不接受的和黑搞的女人。就算瞒着我，一旦被我知道，分手或者离婚??,1
RND065,xhs,本来想哭穷！结婚变相炫富！,0
RND066,xhs,1.11济南演唱会很瘦很瘦，昨天3.28是胖了点的（现实看还是瘦的），他吃亏在脸上，他减肥减的很辛苦[泪崩R]，只能靠饿，不能运动，前段时间还把胃搞伤了[泪崩R][泪崩R]。下次演唱会他就会又瘦了，评论区轻点喷。,0
RND067,xhs,外星人？,0
RND068,xhs,这男的穿的啥啊????,0
RND069,wb,没有任何问题，你凭什么说没有任何问题？你站在什么角度？法律上说没有任何问题搞笑，为什么10 225年12月份男子代鸭子化写污染了多处被褥并没有对其进行罚款或要求洗被褥，南京地铁南乘客排泄铁路有无进行罚款,0
RND070,xhs,喝假酒了,0
RND071,tieba,结婚对男人来讲太亏了，希望男人们都能觉醒，不让女人占便宜，都坚决不结婚,1
RND072,zhihu,非洲有些国家艾滋病竟然占了近1/3。就这还不劣？,1
RND073,wb,退吧 退了我去抢,0
RND074,xhs,下交又赢,0
RND075,zhihu,是了，就是这个意思,0
RND076,tieba,追求男女平权，平等，我辈青年义不容辞！至于结婚这种事情应该看个人意愿，毕竟不是所有女人都打拳，总有一些好女孩值得珍惜。我们的初衷是反对女拳主义，追求男女平等，而不是制作性别对立。,0
RND077,xhs,…之前她的下雨天那些我还挺喜欢听的 这一首…真的好难听,0
RND078,zhihu,新疆切糕大概十几年前很火,0
RND079,tieba,感觉楼主应该是国外的间谍，混入我国来扰乱社会秩序的。,1
RND080,wb,好迷幻和夸张的发言，嘴巴一张就站道德制高点了，还一副说教的语气。第一、生理期会提前，突然提前个八、九天，谁都预料不到；第二、人人都会有忙碌或者其他原因导致疏忽，谁也不是圣人；第三：几包甚至是几十包卫生巾占不了多大空间，不是整个超市。,0
RND081,tieba,男权是男女平权。请不要污名化男权。,0
RND082,xhs,这么有钱，还穷,0
RND083,xhs,我在湖北宜昌?今天下午路过本地一家医院??，看见一辆救护车??上印的“韩红基金会捐赠”。韩红真的是正能量，从百姓中来，还把光和热播撒给百姓！韩红老师大义！这才是德艺双馨的艺术家！,0
RND084,zhihu,太过分了，这艾滋率也不一样啊！,0
RND085,xhs,我以为只是单纯的唱呢，确实改的很奇怪了,0
RND086,zhihu,"首先我是男人,但我觉得不管嫁娶都别回来。男人娶个黑妹也是生黑娃啊，也不应该支持。而且如果只强调女性,第一是明显双标,第二是就把媚黑这个矛盾转移到男女对立上了，会让女人们觉得凭什么男人可以女人不行。然后有一堆杠精来骂你,她们不一定媚黑,但一定气不过双标。所以也不利于观点传播",1
RND087,tieba,之前懒得一般见识的想法都不该有，直接说学校你家开的？座位你私人的？然后她骂你，你直接跟老师反应，说她乱吠影响你听课了。老师不处理等下课你亲自掀它东西，干就完了,1
RND088,xhs,没毛病，一样是演员有人光偷税漏税就几个亿,0
RND089,xhs,那就不进面相不好 心也不好,1
RND090,zhihu,差不多得了吧，我家就在大学城这，哪有你说的这么夸张??,0
RND091,xhs,就是太实在了没装，没注意听众感受，刺激到老百姓了。,0
RND092,tieba,都是网络段子,0
RND093,zhihu,敢批评我们？建议中国女权开除世界女权组织的女籍??,0
RND094,xhs,大家怎么这么有梗这么好笑哈哈哈哈,0
RND095,xhs,很多人带货 开直播都是卖惨 奈何我们中国的大姐阿姨奶奶妹妹们 同情心泛滥,0
RND096,tieba,看那些疯狗干什么，天天睡在自己的幻想乡里，动不动把人咬死,1
RND097,zhihu,老乡，井盖要吗？一个大胡子满脸堆笑看着你。,1
RND098,wb,抵制吧，别坐了,0
RND099,xhs,这个女一看就是奸诈之人！她是哪儿的人？,1
RND100,zhihu,虽然非洲确实艾滋病比较严重了但也没有30%??,0
RND101,tieba,很合理啊，这不就是正常要求嘛？可惜蝈女基因不行。估计完成不了几条,1
RND102,wb,好贴心哦，还接了温水呢＂协助清洗＂我就问温水清洗的掉吗？这谎言还能不能编得再假一点？,0
RND103,zhihu,坦率说，如果不是肤色原因，看起来还挺顺眼的。,0
RND104,wb,我一看到那张脸我都受不了 还买他的粉条 更受不了,0
RND105,xhs,那你很厉害～～,0
RND106,wb,平台自己规定的，，这种事也得算到她头上了。。,0
RND107,zhihu,你知道你们的主子是怎么评价你们的嘛 “chinese women's pussy smells like dead fish”??声名远播了属于是，给你们取个新名字吧dead fish girl怎么样??,1
RND108,tieba,真的现在女权生亩媾横行,1
RND109,zhihu,就这呀？？就这呀？？？见着当初东北三个省是怎么被骂的嘛??加入我们鸭河南好兄弟哈哈哈哈,1
RND110,xhs,支持维权(?｀⊿′)?,0
RND111,wb,文章看完了吗？,0
RND112,zhihu,不专拉外国人皮条的窑姐，人家都不感接黑人的客,1
RND113,tieba,兄弟，辛苦了,0
RND114,wb,有转手的嘛 我要,0
RND115,zhihu,可能是仇富心理在作怪吧,0
RND116,zhihu,男的看男同恶心 女的看女同恶心,1
RND117,zhihu,南满总是旁敲侧击着、变着法的黑河南、黑北方,0
RND118,wb,这是车厢卧铺，车上连厕所都有为什么卫生巾没有，所有女人都来月经，为什么不卖，为什么能卖打火机。外面还能找便利店，车厢找谁？零食创口贴都有怎么没有卫生巾，管理的人就没想过女性的生理情况。,0
RND119,wb,每天都要吃喝比月经固定多了为啥不自带啊，饭菜都能不自带，卫生巾倒是不行了,0
RND120,wb,是嘞，就是挺看不起你的,1
RND121,wb,同意bro就该这样,0
RND122,zhihu,跟国内这群女权比一下，这个还不真吗？囧,0
RND123,tieba,说的对啊，要担心的是我们。本来女人过的就是比我们男人要轻松。,1
RND124,wb,搞不好真是老三本人，评论区破大防疯狂洗白老三攻击他人,0
RND125,tieba,怎么说，女人是一切罪恶的源头，因为没有女人，大家就不会那么内卷。更没有性冲动什么的，人都没有矛盾。就是因为女人的性蛊惑男人的身心，而是很难去抵抗,1
RND126,wb,所以老登聪明啊抄外国人，拿了10年的版权还还被告，此等名气确实只能夸老实人了,1
RND127,zhihu,她说的北方，指的是陕西，河北，山东少部分地区，以及湖北，东北人过去厉害的时候，是谁都骂的我河南的，来南方歧视我的还几乎没有，唯一两个对我有意见的，一个意见特别大的是陕西西安的，一个是山东青岛的，不过和青岛的关系后来很好，陕西那个我不评价，来之前担心没人要我，后来发现哪有的事，南方人讲实在素质确实高，但是网络上又觉得和现实不同,0
RND128,zhihu,河南有2300万人常年在省外漂泊，某些地方的人会认为这是一种“人口扩张、文化侵略”。你没见过真正的“排斥”，那是非常可怕的，搜一下“印尼事件图片”就知道了。印尼事件中，受害的都是广东同胞、福建同胞。另外，举个例子:江浙沪（吴语区）的吴语，迅速断代、灭绝，他们可能会认为这是外地人/内陆人太多而导致的。江浙沪的户籍人口严重老龄化，迅速被“中原各省”的人口替换掉。。。总之就是利益冲突,0
RND129,xhs,这鼻子能通气吗,1
RND130,wb,被你说对了，就是当事女生自己拿冷水搓的,0
RND131,zhihu,确实看见过“江苏这挨屠的地方就该全部死光”的说法??,0
RND132,zhihu,上海就是傲呀，客观存在的难道你自己排外还不让别人说？,0
RND133,xhs,两辈子没吃过似的,1
RND134,wb,靠，真的假的？？？女的前面都被骂成那样了居然还能笑出来？不知道的以为这是啥特殊的打情骂俏方式呢这要是真的，是不是最近吹慕容复的多了让这老叔飘得找不着北了还有这助理明知人家有老婆还往上凑？而且这老叔都老成啥样了，真就恋老癖啊什么锅配什么盖吧只能说,1
RND135,zhihu,长得丑就活该被变态骚扰 这什么逻辑,0
RND136,tieba,手游死亡扳机2里的非洲，杀黑鬼丧尸那叫一个爽,1
RND137,zhihu,??最近湘大有个空调姐(空调姐不是湘大的)，借了别人的学生卡，进了图书馆就叫唤关空调，因为它怕冷。然后觉得边上的男的对它进行凝视，在老乡群里叫了十来个老乡恐吓那男的，其中为首的id叫湘大杜兰特，你可以去网上查查它的发言。现在这个人的籍贯还没出来，你去了解一下，该不该地域歧视,1
RND138,tieba,下一个陈怡就是她了,0
RND139,wb,月经是自己的，首先自己预备且预防未知的情况，其次才是车厢的问题，哪怕车厢有自己就不带了吗？列车还得伺候你月经啊？公共场所不是你家厕所，至于罚款洗床单那是列车该骂，自己不带或者没带够也不去借塑料袋补救还弄脏好几处确实是自己的问题啊！这很难理解吗？列车该骂该罚，小仙女也不无辜。,1
RND140,wb,是是是，男的憋不住尿，所以随处撒尿，烟人也憋不住抽烟的欲望，所以把床单烫出个洞来也不用赔。但女的能憋住月经，所以是故意弄脏的，满意了吧？,0
RND141,zhihu,好家伙，忘了我呢？,0
RND142,wb,疯子,1
RND143,tieba,出狱了记得带着你的小二嗨一起滚回飞舟,1
RND144,tieba,不能因为有一两个正常的黑人，而引狼入室。让一颗老鼠屎坏了一锅汤。,1
RND145,zhihu,hai 你不也是？至于吗 人家就说不支持 扯出这么多话 而且你的话道德绑架也太厉害了逻辑也不对 在网上这样评论有什么问题吗 为什么一定牵扯到现实生活 这么说那先评论反对的都是现实中被压迫？？,0
RND146,tieba,明天这里会不会有黑小子来？,0
RND147,wb,没跟女人接触过的男的就不要发言了，这事他们没有发言权,1
RND148,wb,部分旅客？你把人类一半的性别叫部分？你牛逼！,0
RND149,tieba,现在喜欢偷窥南人上厕所，真是从小边台到大。,0
RND150,wb,为什么要说成“污染”？经血是什么很脏的东西吗,0
RND151,wb,这女的到底打电话想说啥？半天没个输出,0
RND152,xhs,主要她是和同事同级别的去对比呀，说明演艺圈赚的太多太多了多到普通人无法想象，不然怎么会都挤破头呢,0
RND153,zhihu,你很懂是吧 除了我爸妈 我吃饭就没花过别人钱 在这里叽叽喳喳的,1
RND154,xhs,她跟有钱人比穷，，不跟穷人比富呗,0
RND155,wb,骗人吧,0
RND156,xhs,富人不经意间的话对劳苦大众来说就是一场心灵暴击。,0
RND157,zhihu,黑河南的很多、其他的都不是一个量级的、不要带入其他省、原因是什么、谁知道,0
RND158,tieba,我帮你，我浴霸六级,0
RND159,tieba,妈宝女:我妈说彩礼三十万,0
RND160,zhihu,好像东北是被黑的最惨的 但是在南方统计最想找哪里的男朋友的 发现东北人更受南方妹子欢迎 这就尴尬了 南方人这么有钱为哈还不受妹子待见呢,0
RND161,tieba,我身边有很多女性，都是不要彩礼给30万以上嫁妆的，而且婚后还任劳任怨的工作，照顾家里做家务,0
RND162,wb,病情堪忧,1
RND163,tieba,黑人繁殖快的原因是黑女无脑怀孕，无脑哺育。,1
RND164,tieba,猩猩有文化？,1
RND165,wb,女的还真是自动代入受害者视角呢，怪不得永远年轻永远相信谣言,1
RND166,wb,焦恩俊是发际线高，但是五官没得说呀，发际线还不好办，戴发套根本看不出来。但是五官如果不行只能去整容了。,0
RND167,zhihu,浙江人在东北不被歧视吧，浙江卫视台倒是全国各地都在骂，不知道你们浙江人骂不骂，在北京浙江卫视都被骂成韩国卫视了，比韩国人都能抄,0
RND168,xhs,豁然开朗，就像我吃花生过敏不代表这个花生坏了,0
RND169,xhs,别狡辩了，还挣扎啥,1
RND170,xhs,这个视频只能北上广勉强看看,0
RND171,wb,你这样说我真想喊派出所来拿枪打了，李荣浩无妄之灾,1
RND172,xhs,坏坏细路,0
RND173,zhihu,你确定？？？你能不接受新冠病毒的存在？你不喜欢香菜你能把香菜灭种？,0
RND174,zhihu,“红心老k是一个龌龊的人”此红心非彼红心，一个是文学，一个是现实，不能无缝对接?,0
RND175,zhihu,我支持男同胞,0
RND176,wb,最离谱的是这么大一个列车找不到一个卫生巾,0
RND177,tieba,【过年了，虚惊一场！-哔哩哔哩】URL,0
RND178,tieba,女性花钱买精生混血，合法！男性花钱代孕不合法！！绝对不可以！！希望代孕判刑！！,0
RND179,xhs,为啥不封杀她！这样的女人还让她出来混淆视听,0
RND180,zhihu,江北八市是啥？,0
RND181,tieba,我绷不住了什么nt,1
RND182,xhs,可不吗？自信的以为自己是上流社会人士,1
RND183,wb,谁帮忙了？,0
RND184,wb,这个时候又知道是生理用品了原来有些br。再装呢，明知故问了,1
RND185,zhihu,我请教答主一个问题：有一个中国女人嫁给一个美国男人，现在中国和美国要开战了，这个美国男人要上战场杀中国人了，那么这个中国女人会不会帮助中国人给自己老公下毒？还是会好好相夫教子，让自己老公在战场上放心的屠杀中国人？,0
RND186,xhs,在人家那结成的这个,0
RND187,xhs,这女的这么,0
RND188,xhs,你走生物类能吃着好虫子,0
RND189,zhihu,看着小黑们就头大，都是将来零元购的料,1
RND190,zhihu,哪里都有不错的人，我家乡安徽的，黑龙江上的大学，长住在江苏，在上海也住过很长时间。总体来说就是，在哈尔滨的时候遇见过很好的东北叔叔阿姨，很大气，同学脾气也好，也遇到过坑人的，小气的，比如出租车司机。安徽就不说了，留给大家评价，江苏省，遇到过有歧视的，确实有，瞧不起北方和江北的。但是，很大一部分人还是挺好的，搞歧视的老辈人多，同龄人就很少了。上海人，坐地铁的时候口罩丢了，有个年龄大阿姨看出来了，和我说跑去买太浪费了还很贵，给我从包里拿了一个，虽然是小事，但是感觉很热心，也有好多上海朋友，虽然他们是上海的，在我面前从没说过方言，说了，我表示听不懂，他们也会道歉，很有礼貌，没有很小气瞧不起外地，这么一说。就是我觉得，概率问题，不要搞歧视。研究生准备去西安读，我觉得人肯定也不会差，就是大家戾气别那么大，我觉得只和人有关。,0
RND191,tieba,既然你都用泛滥这词，就不用对女性有期望，重拳出?,1
RND192,zhihu,你一个精致的利己主义者，说这些话真是让人反胃。黑人艾滋病感染率了解一下，你母亲给你找个黑人继父你乐意不？,0
RND193,tieba,是的，要西方的开放独立权利，不要西方的责任均摊。要古代的卖人?，还要人身自由独立。我也发了个差不多的帖子，不过我没有考虑到她们还想要西方权利。结婚是真不想结。,1
RND194,xhs,阴阳怪气的女老千,1
RND195,tieba,有多少男性因为自己的思维方式，行为方式或者兴趣爱好的不同而被嘲笑辱骂甚至摊上暴力！我斗胆直言，男性是舆论的弱势群体，男性才是被各种事物绑架的奴隶！如果我们的权利在得不到保障，我们何必拼命维护男性的文化约束,0
RND196,zhihu,我们安徽也看和谁比??，人均可支配收入和人均GDP都是中等水平啊。,0
RND197,zhihu,为啥在网上在这帮男人眼里好像全国女生都喜欢黑人一样这句话是错的。仅此而已。,0
RND198,xhs,这不是哭穷是玄富,0
RND199,wb,确实应该提供，烟人还有专门的吸烟室，灭烟处，我们还是必需品，需求提晚了也提少了，这不你们早就享受到了吗,0
RND200,tieba,通讯录们不要再打着爱与正义的旗号四处行骗了。装作可怜兮兮的样子博取同情心，实际上内心比谁都阴暗便态。生活不顺得不到他人关注无法找到认同感，就靠来当通讯录来博取他人的眼球，靠在网上乱骂来发泄生活中积攒的怨气。简单来说就是一群懦弱的老鼠，一群阴暗的出生。只能靠抱团取暖来苟延残喘了。,1
RND201,wb,拉黑网友这个热搜，是单依纯公司买的吧单依纯公司自导自演，然后引导大家同情单依纯？,0
RND202,tieba,各位有新词了,0
RND203,wb,男人享受了几千年社会特权，却在女人受到伤害试图保护自己的时候指责女人特权，你敢提骗彩礼，你怎么不敢查查骗彩礼的多还是沙妻pian保、家bao、妇女拐卖案多？你敢提地铁诬告，你怎么不敢让你的同性少偷拍，这样女人也不会时刻提防。,0
RND204,wb,粉丝都骂到后台了  骂自己不说  带着他的家人一起骂  人心都是肉做的  带着他的家人一起骂  都是普通人  急眼也很正常  换你我相信你也受不了  那可是成百上千的人,0
RND205,xhs,破烂的社会,0
RND206,xhs,富人整天叫穷，胖子劝瘦子减肥,0
RND207,zhihu,??????你是把出差一夜情当恋爱玩呢？这跟黑人不黑人都没关系了??????正常男人也接受不了啊??????,0
RND208,xhs,真成饭桶了,1
RND209,tieba,曝光一个煤黑,1
RND210,tieba,我一直以为女拳女权只是个梗大家喜欢开玩笑后来看了微博在看贴吧某些人是真的存在就真的挺不理解她们为什么能说出那种话惊到我了一个二十多岁能对一个九岁三年级小男孩能说出那种恶毒的话真的惊到了这种人现实遇到不公平对待喜欢拿女性说话在网络上敲键盘为你的不公平解释反驳门当户对你什么样找什么样也别奢望嫁入豪门有钱人家的女孩子也很有素质再瞅瞅某些就能联想到她的家庭教育和她的阅历,0
RND211,xhs,别艺考了，去烧烤生意也不会太好,1
RND212,zhihu,除非你全家女性嫁给黑人，不然你说的每个字都没有说服力,1
RND213,tieba,这种龟男是真的可怕，离婚抢不到孩子就净身出户，要是搁了我怎么也要扛到浦乳期过了吧孩子抢过来要是抢不到孩子房车一个我都不会给他，什么狗屁父母逼的，父母叫你去死你是不是也要去死，这样在女方家庭长大的孩子想都能知道在每日挑唆下会对男方有多大的恨意，这男的以后结局就是一个人死在出租屋里了把，奉劝广大龟男多学习女人，遇事多想想自己，不要整天就是为家庭为孩子当一个atm，整天就是大度，好男不和女斗，一位忍让只会让幕刃更加猖獗婚恋市场更加不平衡，有一说一，她男闺蜜这种龟男毫不值得同情，对这种人现在的下场我只会说一句好死,1
RND214,wb,因为温水能体现出官方关心女生,0
RND215,wb,那你们所有人骂的是她还是团队？这不算承担责任吗，本来就是团队合同签署的问题，你要她撒谎说是因为自己硬要唱吗,0
RND216,tieba,他真的有错吗,0
RND217,tieba,"因为智商低，容易被女的pua,价值观都偏了",1
RND218,tieba,"白人政权统治时期，南非人均GDP很高，是准发达国家的水平，但是在黑人统治过后就迅速滑落。但事实却是，在以前，南非黑人不算人，黑人参与社会劳动，但是只有白人才参与人均GDP,当然就会出现人均水平较高的情况。",0
RND219,xhs,碰瓷?小偷,0
RND220,tieba,篡改原话钓鱼4000＋,0
RND221,tieba,正常文字版,0
RND222,xhs,为什么脸这么圆还有下颌线 我就没有下颌线,0
RND223,zhihu,找到我们的宣传媒体中媚黑的人，清算的时候重点照顾她们囧,1
RND224,zhihu,东北人流出以年轻白领为主??，可能去干这种活的少,0
RND225,zhihu,真是够孤单的，我觉得你应该融入人群，修复自己的抗逆力,0
RND226,tieba,没啥可说的，典就完事了，呜呜呜，原来我们男性出轨不是个例，我给男性丢人了呜呜呜,0
RND227,xhs,直接说你想要啥吧 去车接还阴阳怪气的说俺没坐过车吗？,0
RND228,tieba,如果不做这几件事就不是txl了吗如果做这几件事就是txl了吗对事不对人，希望不要将对部分个人的恶意分散到群体上大家都是接受过九年义务教育的人，没必要,0
RND229,zhihu,其实你会发现，素质最差被黑的最厉害的，往往在南北交界处，苏北，安徽，河南等,1
RND230,xhs,也没那么可怜，北京一年40多正常吃喝剩的钱可能还是比你ip一年的工资多,1
RND231,wb,不是有意喷他，长着一种渣男气质,0
RND232,wb,就事论事，扯别人干啥,0
RND233,tieba,看来非洲真是未来人口增长的主动力。,0
RND234,xhs,聊斋瞬间上线,0
RND235,xhs,我快吐了,0
RND236,xhs,去动物园当猴子能收获很多食物,0
RND237,wb,既然如此，以后人人都去列车上拉屎撒尿了婴儿更是列车还有什么卫生可讲，都把列车当厕所使,0
RND238,tieba,男的真倒霉,0
RND239,tieba,一元购?零元购!,0
RND240,tieba,有黑人终成眷属，祝福吧能找到自己的爱情也是一种美好的诉求，爱情永不落幕，可否不分肤色的界限，在这土地里你我不分高低，黑色肌肤给他的意义是一生奉献，肤色斗争中,0
RND241,tieba,抛开事实不谈，虽然但是,0
RND242,zhihu,我很讨厌这种女人 就是因为有部分媚黑女的存在 大街上见到黑人 他敢肆无忌惮的跟你搭讪 在你透露出嫌弃恶心的表情 他还能淫荡的看着你笑 我觉得不被尊重 很想打他 但是我不敢 我觉得他有艾滋 而造成这种情况的 我认为所谓的媚黑女有一定“推动力量”,0
RND243,wb,比如说你自己,0
RND244,zhihu,我一东北人在上海念大学，商场里吵吵的上海人声比我都大??,0
RND245,tieba,“男女平等”是女权的温和版。——2010年之前反女权总坛就确定了的。为什么还有这么五花八门的版本？大佬们也不下来管管。,0
RND246,wb,预想一些不存在的东西，然后攻击，呃呃,0
RND247,zhihu,我觉得应该是，黑人女性受成长环境影响，更能干，更听丈夫的话。黑人男性受成长环境影响大多会觉得打女人，三妻四妾天经地义，坏习惯一箩筐。所以黑人女性比黑人男性受欢迎。??,1
RND248,wb,他不是总监制吗？,0
RND249,wb,没版权意识的人叫艺人？讽刺吗？专业吗？,0
RND250,wb,退票退票退票,0
RND251,xhs,谁家厘米秀跑出来了,1
RND252,wb,fine，那可能你没经历过犯错被上冈上线的职场霸凌，你是好运的，羡慕你,0
RND253,wb,男的屎拉床上了都不会让赔。,0
RND254,xhs,死了就轻松了,1
RND255,xhs,我家一年运转可以1万也可以3000万，但是我收入3000,0
RND256,xhs,杀了我吧，好奇害死猫，我就不该搜索来听,0
RND257,zhihu,嗯嗯是的，东北老弟,0
RND258,xhs,好恶心，感觉面包上全是口水,0
RND259,wb,公共设施不准备公共卫生用品，是赖你这种脑残不准我们说吗,0
RND260,wb,因为销量就是不高，你在急这个商业基本逻辑也不会变，真的高就不会推广这么慢,0
RND261,tieba,圆圈吧出了名的鸡窝都不知道？里面都是卖的还有陪玩的，好多在里明卖。,0
RND262,zhihu,上海是全国媒体有预谋的带节奏黑！本质上是打压上海地方势力！,0
RND263,xhs,我就说吧打个游戏就成电竞大神了[尬住R]侮辱电竞还侮辱了电竞选手[尬住R],0
RND264,wb,你那里早都黑成煤炭了，恶心死我了,1
RND265,xhs,确实挣得够少的，他们没把所为的底层当人看，人民也确实没人把我们当人们看，所以她把自己家当某入门级别了……,0
RND266,xhs,磕了？？,0
RND267,tieba,我怀疑他们一块瓢仓。如果没有，他怎么不拿出证据？,1
RND268,zhihu,可不。我搬运违反民族团结了。,0
RND269,xhs,这其实暴露了很严重的问题，贫富差距悬殊，互相无法想象,0
