id,platform,text,label_binary,split
H179,xhs,作为许昌的胖东来，现在成了中国人的胖东来。我们许昌人都进不去，全中国多少人拿着放大镜来挑刺一个我们本土的超市，她也来凑热闹，抹黑，太气人了,0,train
H180,xhs,前段时间还只是偷明星脸，没想到这么快就开始偷素人的脸了,0,train
H181,xhs,商家永远别跟买家说实话，无奸不商,0,train
H182,xhs,这社会，太扯了,0,train
H183,xhs,富的流油了，还哭穷！ 穷人太苦了，富人太……,0,train
H184,xhs,别给我推她们了 当现在“观众”那么好骗呢,0,train
H185,xhs,au 就是给了这些人随意偷窃别人知识产权甚至长相的机会,0,val
H186,xhs,AI偷脸不行，车企偷工减料更不行，买车得看真材实料。,0,train
H187,xhs,支持维权，支持立法，无法容忍ai融人脸和融合别人的画，这叫强盗，不叫创作！,0,train
H188,xhs,支持维权！！必须抵制这种AI乱象！！,0,train
H189,xhs,这么说的话 贫穷的我算什么玩意  究极贫困,0,val
H190,xhs,这个现象不解决，以后想搞垮诬陷一个明星那可太容易了，光是营销号恶意剪辑就已经不得了了，AI火上浇油生成一个“铁证”。。,0,val
H191,xhs,你好，你会骂人吗，我需要回怼别人,0,train
H192,xhs,地域歧视咋怼啊,0,train
H193,xhs,让它闹，有证据又怎么样？还能把你关进监狱里不成，你要在战略上蔑视他，对它不用那么讲客气，要啥证据啊。,0,train
H194,xhs,AI太恐怖了,0,train
H195,xhs,以后ai.造假一段视频，告诉你哪哪出什么不好的事了，舆论引导一下，又得民怨沸腾。要不就真事然后告诉你是ai。这东西就是潘多拉魔盒。打开了就关不上的,0,val
H196,xhs,不是拿ai贬低我喜欢的画手 拿ai侵权嘲我喜欢的配音演员维权小题大做的时候了“没有嘲贴主的意思，感慨一下终于有更多人抵制这无良ai了”,0,train
H197,xhs,抵制明星带货,0,train
H198,xhs,求寝室周围总有人吵怎么骂,0,val
H199,xhs,被人在评论区说嗦吧唧最狠了怎么回怼,0,train
H200,zhihu,那些小仙女最喜欢非洲酋长的公子哥们了，还喜欢主动献身倒贴??,1,train
H201,zhihu,easy girl嘛，都有专有名字了，可想这情况有多严重，虽然白人是主力，但黑人也能喝点汤,1,train
H202,zhihu,我们小区也有个金发碧眼的小萝莉 家长们都挺喜欢的 因为真的长的超级可爱 活像洋娃娃 而且人家父母都是高知分子 但是对那个没爹的混血小黑态度就不一样了??,1,val
H203,zhihu,用粤语屌他啊 小北那边也很多黑人 我经常用粤语屌他们,1,train
H204,zhihu,哈哈你看看自己说的是什么破玩意，先学学语文吧??,1,val
H205,zhihu,估计已经成了非洲某部落的第36号王妃,1,train
H206,zhihu,河南新疆回族人。。。。。。。。就真的没有一点办法了，，，3头不是人。。。哈哈哈哈哈,1,train
H207,zhihu,法国觉得你说的很赞??，还有中国那些没有爹的小黑也觉得??,1,val
H208,zhihu,别再问孩子的爸爸是谁，爸爸是在这个迪厅认识的，孩子是在这个迪厅怀上的，这个孩子就是大家的孩子，抓好脐带妈妈要开始蹦了……,1,train
H209,zhihu,现在笑话哥布林，以后这些哥布林就要霍霍我华夏大地了??，所以在恋爱阶段还是争取清出国门，留下的哥布林也争取抹杀掉,1,train
H210,zhihu,这是一个光荣的事情，请大胆的向你的家人，同学，朋友告知，并且通过微信、微博、抖音宣传，让他们都知道你有个黑色的玩伴！,1,train
H211,zhihu,北京天津那么多南方要饭的看不见啊,1,val
H212,zhihu,祝你成为人尽皆知的接盘侠,1,train
H213,zhihu,近代历史基本都是讲南方的，辛亥革命，清政府被推翻，两党建立，北伐军统一军阀。据我所知只有一个地方的人自卑的很，连张学良都能吹成“民族英雄”，毛和周当年最多就是看到张对党有贡献夸他一个民族英雄罢了。从人民角度来说，张在“江桥抗战”发了一个电报给马占山这个土匪自己带领的军队死守东北，自己却不支援。蒋张实属一丘之貉，一个民族罪人一个罪人,1,train
H214,zhihu,当然是特例，一般偷偷摸摸最多自己组小圈子玩，大部分普通女孩生怕被误会都不敢跟这些以前的小姐妹来往。。。敢跟嘿贵一起的肯定都是为爱不顾一切的，这个跟学历无关。反而家庭条件差的会更多看中物质，流水线女工不会欣赏他的甜言蜜语，她们对能不能开车接送会更有兴趣。就是少才稀奇，竟然有为抢嘿贵在学校门口打起来的。,1,train
H215,zhihu,无耻的学校领导，也不为自己后代积点阴德,1,train
H216,zhihu,没么的癨还给人解答呢，也配？回坑里和猪96去吧????,1,train
H217,zhihu,讲个笑话，这边有人讨外地媳妇，四川的都没人说什么，安徽的背地里要被冷嘲热讽死,1,train
H218,zhihu,话说回来你又能拿同性恋怎么样呢？？有本事使劲弄s他们啊。几千万个，慢慢来。反正对于你这种以强凌弱的，也就这些本事这种心胸了。,1,train
H219,zhihu,你们东北人最自卑了,1,train
H220,zhihu,值得批判！我不明白为什么人种没有生殖隔离呢？爱美之心人皆有之！一白遮百丑！美白，美白，美听说过美黑的。没见过黑人去选美的。,1,val
H221,zhihu,这种÷剩都懒得说它们省的龌蹉事,1,train
H222,zhihu,之前在哪听过一嘴，说杂交的不如纯种的好，还会弄出很多奇怪的病，智商还会迭代变低，这是真的吗？？,1,train
H223,zhihu,要是这些人不再祸害别人，那我倒是觉得挺好的，基因选择嘛，聪明人活下来，傻得慢慢就消失了,1,train
H224,zhihu,不跟他们接触就是最好的，都烦他们不是没有原因。,1,train
H225,zhihu,找黑人作男朋友的女生真的应该好好调查，踩雷机会太大，珍惜自己，善待亲人。,1,train
H226,zhihu,现在大多数中国女性是整个国家的负担,1,train
H227,zhihu,你好棒棒呀 知道的真多你家那片还有井盖吗,1,train
H228,zhihu,浙江。。。八山一水一分田 改开前穷的排队去江西要饭的历史是忘了。1978年杭州GDP不如唐山。不知道哪来的什么自古富裕。就算现在，也就是一堆破厂子而已 有点小土豪 没什么文化，受教育程度全国倒数。直辖市谁看得上他们啊HH,1,train
H229,zhihu,经典，某某地全是鸡??这种人什么成分不用多说,1,val
H230,zhihu,中国女人只要跟H人结婚，在F洲待上几年，她感染艾滋病的概率基本上100%，因为H人特殊的社会文化。她的老公会去找好几个本地女朋友，然后这些本地女朋友也会有好几个男朋友。就像一张网一样。这就是他们这些国家艾滋病感染率30%-50%的原因。,1,val
H231,zhihu,黑人的好人大多在电影里，坏人在现实中。,1,train
H232,zhihu,哈哈哈 你是揣着明白装糊涂吗 有不少媚黑女嘲笑国男几把小呢,1,train
H233,zhihu,黑灯瞎火又能做什么正经事??,1,train
H234,zhihu,就是尼玛的瞎好，一群gay不挑人,1,train
H235,zhihu,只能说国女被宠坏了,1,train
H236,zhihu,哈哈，金庸的文字真是绝了。媚外女还不如丽春院的,1,train
H237,zhihu,广西人有东南亚爪哇矮黑人特征，扁鼻子大鼻孔凸嘴+个子矮小，反正不喜欢东南亚人,1,val
H238,zhihu,你可能看不到黑人对你女友玩得有多花,1,train
H239,zhihu,谁家街留子要这玩意，要了马上就降两档次,1,train
H240,zhihu,作为新时代独立女性为了争取权利，那为什么不告诉现男友?怕国人不要你?别怕啊嫁去巴基斯坦啊,1,train
H241,zhihu,我相信答主代表了大部分人的想法，就是反感还不让说了？天天要求别人认同你的病态本身就是一种病态，你先去问问你父母接不接受再来回答,1,train
H242,zhihu,不要太想当然了，各大平台炫耀黑人伴侣的，99以上是女的，80以上赖在娘家。,1,train
H243,zhihu,男性骑洋马：她熊大，她腿长，她屁股翘，她长得漂亮女性挨洋(黑)枪：他是布尔人??,1,train
H244,zhihu,上海人不就那样吗？,1,train
H245,zhihu,韩国是正面刚 给母狗刚到废,1,train
H246,zhihu,好多买媳妇都是东南亚和朝鲜的吧，最起码不是黑人,1,val
H247,zhihu,能出国的确实这样，知乎说的属于国内城乡结合部三本大学生,1,train
H248,zhihu,黑东北的广东第一名,1,train
H249,zhihu,我觉得一定是安徽人装上海人的原因??,1,val
H250,zhihu,"“男人可以媚黑女人不行的问题，那你怎么说服她们,她们看了不管心里怎么想黑人肯定跟你刚,你可以换位思考下”我就是你说的这种心态，我讨厌双标男胜于讨厌黑人，毕竟黑人这种生物不接触就可以避免了，但这种双标男知乎到处都是，不停的给人洗脑男女有别",0,train
H251,zhihu,你这话说白了不还是把女性当做物品吗？双标就是双标，为双标找理由总会有的。嫁给黑人男性的女性都受到什么侮辱我是看在眼里，什么对不起列祖列宗，污染华夏血统啊，中国要黑化啊。。。结果到男性这边就是情有可原？恕我直言，中国姑娘都嫁给中国男人也还是有光棍，这是重男轻女的孽可不能女人来背,0,val
H252,zhihu,这么优秀的黑人找个这么丑陋的国女 不信 感觉严重造谣,0,train
