text,pseudo_label
不会真有人想和小仙女结婚吧不会吧不会吧,0
盲目移民很正常？欧洲都深受其害，禁止移民难民,1
哈哈啊哈哈哈，世界的笑柄,0
太長不看，建議一直單身,0
很合理啊，这不就是正常要求嘛？可惜蝈女基因不行。估计完成不了几条,0
我相信爱情，我也拥有爱情，而且我们双方父母都可以接受,0
处女膜流血,0
恶心！滚去非洲，别把串串留在中国,1
看来非洲真是未来人口增长的主动力。,0
男同也会喜欢熊类，男人的身体魅力好不好只有正常的女人才知道,0
谷爱凌这波风头，有没有可能是老美反向宣传？趁着跌停的出生率，鼓励外嫁！或者宣传白人至上？刚才还有个小仙女怼我呢，说我影响人家改良中国人基因了，说我酸黄瓜酸死了我让她找她爸去了！,1
舍得吗，把她v信告诉我，我来治治她,0
这次我是真的没绷住,0
希望以后发生卢旺达华强买瓜事件的时候这些人还能笑得出来。,0
觉醒群，抵制矫正供养者倾向聚拢觉醒男性，散兵游勇,1
现实中社会上都是如此，不必多说，如题,0
如果楼主要当的话首先先改个名才行呢,0
《一无所知》,0
归根究底，广大普通女性若是靠近普信男，会不幸。这是最正确的结论。,1
默，沙东，这昵称有点东西,0
这个人的眼神中充满了调侃,0
你可真厉害你的虫爹把曾经白人建设无比繁荣辉煌南非毁了同时又跑到这来大谈引进国际鬼子虫类及其它们后代虫混的理由对于你这点居心叵测的小心思我早已看透,1
这些女人真恶心，,1
我只看到了“买烟都不够”,0
还是我们的子女好看，白白的精致,0
小仙女的后宫可以贷款帮她完成任务诶,0
用定时化学武器消灭黑贵人，不留一丝痕迹。,1
不愧是这个颜色,0
就算被封号也还是climax的remake,0
恐怕从这个尼从出生到现在都没洗过头吧！太恶心人了！光看到就反胃！这女的居然不嫌弃，看来是真爱了,1
新的反通讯录十二字方阵挫其锐，解其纷；和其光，同其尘。挫其锐：1、通过言语公鸡来挫伤通讯录的锐气，使其不敢安心出柜。2、使用科学的理论来攻击通讯录的谬论，挫伤通讯录的信心。解其纷：瓦解通讯录纷乱的理论，坚持以下真理。1、通讯录欲望产生的特征是天生的，而欲望产生的对象则是后生的。2、人的欲望并非一开始就那么强烈，而是通过x幻想和自卫不断强化的。和其光：让通讯录自己意识到通讯录的坏处，从而弱化其当通讯录的信心。同其尘：让通讯录意识到自己并没有多特殊，其实自己和他人一样。并帮助他们变回正常人。,0
像郑若璘和潘庆林和吴宗宪等等等一大批非常多民族豪杰都在反国际鬼子虫类及其它们后代虫混这些入寝社会的入寝者可是这些人在跪虫族眼里基本上都是键盘侠,0
帅惨惹！无情爆扫下面那个不明生物惹,0
这得看是哪种战场了，是打舆论战还是实战了,0
幕刃和理客中一样恶心,1
首先我们应该先搞清楚通讯录骗婚的目的。有很多通讯录宣传说同性恋骗婚都是被父母逼的。这根本是错误的。因为现在的经济制度下，社会结婚率每况愈下，都快成为社会问题了。这说明外部的结婚压力已经没有大到必须要骗婚的程度了。这说明通讯录骗婚不是被父母逼的，而是其本身有生殖的欲望，又怎么能说同通讯录骗婚是被父母逼的呢？只要代运没有合法化，通讯录为了其本身的生殖欲望而进行的骗婚就不会停止。而代运作为一种对女性的物化是具有很大的弊端的，怎么可能随便通过？且通讯录是否是正常的，其成因到底是什么都没有一个结果。又怎能随意给其养育孩子的权利？而且即使通讯录是正常的，就拿他们庞大的基数来说哪来那么多人给他们代孕？比起骗婚问题代孕问题更加重要。想通过代孕来解决骗婚不过是从一个小问题变成了一个大问题。与其通过妥协来解决骗婚问题倒不如解决通讯录本身，通过限制通讯录宣传，加强对通讯录的监督，自然能够解决骗婚问题。而不是本末倒置的去允许其获得更大的社会权益，进而增加更多的社会矛盾。,1
当那些不懂英语的人把国外说唱哼几句就觉得自己很高大上，我个人感觉很恶心。我都不知道好听在哪里，只能告诉他们，不懂歌词就好好查一下什么意思，英语都不好好学，就说自己是说唱爱好者。那些黑人也是搞碰瓷的，平时跟自己的种群都叫N字开头，自己的说唱词里面见怪不怪。但别的肤色就不行，说了肯定要龙虎斗。还有就是他们侮辱女性都是b字开头，在大漂亮，那些女拳都拿他们都没有办法。说真的，他们都把包容都在纵容。,1
这个帖子写的是男朋友顺着它不跟它讲道理哄了它，然后它还不允许人家跟别人诉诉苦了，属实培养奴性,1
广告宣传是女拳重灾区，也是私企现在唯一被女拳把持的地方。不认品牌，让私企裁掉广告宣传部门，网络女拳消失一大半。,1
恐同怔：恐惧TXL不单单是异X恋者的问题。同X恋者中的恐同者也很多。给药：他们大多受环境影响，因为周围的人都不接受txl，导致他们自己也无法接受自己是txl者，从而非常害怕承认自己的txl身份，伪装成异x恋骗婚以隐藏自己的x取向，有的甚至攻击同类实质完成自虐，现实有诸多例子。如果自己都不能接受自己，甚至因此恐惧与自己相同的人，那么这样的人一生将活在痛苦矛盾挣扎之中。这类恐同者需要增强自己的自信和勇气，不要人云亦云，不要跟风，要有自己的主见。,1
国家重拳出击，不合格的直接遣返，差别对待外来物种低人一等。,1
这种就是典型的废物龟♂了兄弟们，大家引以为戒,0
与时俱进嘛，成长了,0
一般般，可以看的水平。,0
最后两张肥猪,0
幕刃应该把他自己和女性割裂开,1
这种大学多得是，上层的决策罢了。要么躺平，要么逃离，加油吧,0
“不仇女未必能让女拳消失，但是仇女一定不能让女拳消失，甚至会反向壮大女拳”中华大地压迫了女性几千年，也没有出现过女拳这种物种，可见女拳也不是仇女壮大出来的，而是平权放任出来的,1
答案是殴打，是殴打！,1
他倒是聪明，聊天基本只发语音，这样他发的记录大家都看不到他说了什么，私我发转文字后截的图嘻嘻,0
欧美学术界，媒体早就被白左渗透丑了。而且这还是媒体发表的研究报告什么成分不必多说了吧,0
美国内战的阴云,0
真没必要这样说它她们，等下你违背妇女意愿了,1
这些话不是他们说的***暴毙如何？敢不敢赌,1
17日据美国全国广播公司报道：美国一女子通勤列车上遭性侵，无乘客报警阻止。,1
这幕刃直接经典我一男的,0
非常棒，做好了估计能像安提赫蒙一样出精品,0
这是女的，我还以为是个男人,0
春日祭母勾还拉黑啦,0
很多基佬也弯变直跟异性结婚了，每个基佬跟异性结婚变回正常就没有同性恋出现，世界更美好。基佬反正都需要异性，应该专心治好病传宗接代孝顺父母,0
哈哈哈整个吧里就你和楼主在互怼,0
"图片内容：知乎仲裁，某个人说""xxxx女的很多""，仲裁判定违规，同一个人说""xxxx男的也不少""，被判定不违规。上文两个""xxxx""是同样的内容，属于贬义词，具体内容忘了。""很多""个""也不少""两个词顺序不记得，也可能我记反了。拜托兄弟们找张图，有劳啦",0
用不着换位思考，但他们带来的影响力可不能忽略了细节。那些精英巴不得绑架全世界。你拿什么来解决啊。,1
支持同秉承善良与爱无罪,0
视频我去看了，怎么从上到下都有一种被害妄想证。巴不得美国从地球上消失的样子。国内的没看见就当不存在，我没资本，有资本我就出国了，是再也不回来的那种。,1
美国就是例子，结果是零元购等等,0
变态同性恋，用词精准,0
