text,pseudo_label
根本不是。南方又不是大草原，土著极多，中原人只能以文化岛的方式存在于“杭州”等几个城市，然后迅速被周围的土著彻底同化。杭州曾经流行过开封话，仍然被土著们同化成了“吴语”。根据基因检测，南方本地人的血统和东南亚基因完全重合。一个中原人，如果子子孙孙都娶土著，中原血统早就消失干净了。,0
别自我意识过剩了。别人看你也一样hui气。,0
那为啥你认为不是黑人的背叛而且我们的背叛呢？,1
所有的地域黑都离不开媒体、平台的无耻,1
森伽罗人，差的大了。,0
现在各高校都是艾滋频发区，那个学校留学生多，那个学校艾滋高。前俩年在各大高校免费发放艾滋测试纸，当天发放当天完。然后引起轰动。具体可以去b站看看,1
没搜到啊，果然你是信口开河,0
嫁给他，就跟他回非洲啊。黑人敢打我们的抗疫英雄，洗不白了。举报三非，收入不菲,1
批站，翻墙看,0
中国男性外娶，九成九都是东亚或者东南亚的亚裔人种。还得跟这群非洲印度来者不拒的比？？？,0
孩子倒是很有理想??,0
内蒙不错啦，地广人稀资源多竞争小。,0
就这次郑州暴雨，百度有人提问：安徽雨也很大，为什么不像郑州这么严重？有人回应：因为安徽人不坏。真的服。,0
所以你一直看一个中年啤酒肚人字拖大叔和肥胖宽腰垂胸大妈天天搂搂抱抱亲亲的同样恶心吧。所以是个人形象的问题而不是同性的问题啊。,1
一个人又不会跟你说ta跟黑人搞过，这是最可怕的,1
河南担吗??,0
"没事....你不说,从面相上看不出来的```哈哈哈哈哈",0
你在美国杀人都不犯法,1
只是 好人 极少极少,0
上海人笑而不语。看来全国人民都是一样的，哈哈哈哈。,0
玩网游时确实被河南小朋友骗过,0
是一部分带坏一部分，清醒的还是有的！但怎么也比不上教员那时“妇女能顶半边天”时期的妇女,0
如果女孩和非洲男孩的地位是想匹配的，你们会批判吗?娶非洲老婆问题下面:答主是农村光棍，娶非洲女孩 ——祝福答主普通人娶的是北非女孩，白皮肤—羡慕答主父母体制内高管，娶非洲女孩，父亲气的吐血。——不值得所以如果女孩和她想匹配的非洲男孩恋爱，其实我们是可以接受的? 只要女孩不倒贴不双标。只是这样的女孩有点少。,0
你极其讨厌hn又算什么毛呢？说得你一讨厌很惊天动地一样，蚍蜉撼树而已,1
割席??????,0
你别结婚，别找对象就不用这么瞎操心了，省的秃得早,0
事实上，上海的苏北人是很多的，包括上海话是融合了苏北话的,0
可以找 也有接受的 不藏着掖着就不会有人说你什么 狗狗那么可爱还有人不喜欢呢,0
既然你们这么厉害，先把在南方打工数不胜数的北方人都请回北方去吧，别留在南蛮之地委屈了自己又为南方人贡献经济了??,0
你说得河南人偷井盖才是无关紧要的，都带调侃的味道，但广东是在文化种族等方面被黑，你别混淆视听,1
在中国这种男多女少的社会，但凡女孩子温柔体贴善解人意一些，即便样貌欠佳也根本不愁嫁好吧????只能说嫁给老外的女生本身就有媚外的属性罢了????,1
哈哈哈，据说跑到国外去了，成都和大陆她是不敢待了，心疼那位兵哥哥……希望中国出个冉闵！,0
论地域黑，最厉害的是四川，挑拨其他省份，然后还能全身而退??,1
结完婚去婆家就行,0
我会说我不是很喜欢吃榴莲，那些人会说你竟然不喜欢吃，你好过分榴莲多么多么好我多么多么坏他们多么多么正义,1
中国男人配不上中国女人,1
大东北现在也不差，主要是网络媒体很多带节奏的别有用心的人搞事情。各项指标：GDP总量、人均GDP、人均可支配收入、人类发展指数、高等教育受教育人数比例等等，都在全国中上游，辽宁还排在前十名之内。,0
我感觉大多数能跟非洲黑人在一起的女人既看不上普通国男，普通国男也看不上她。男的有意见就没必要了吧??,1
笑死人了 但凡来哈尔滨待过一段时间上街走走 也不至于说这种话啊??,0
1.打工嫌累，河南安阳四名建筑工人专偷工地电缆2.6个月作案109起“电缆大盗”落网最牛的来了获40多万拆迁费、5处住房、门面房补偿费，河南一男子却半夜偷电缆 河南人都上瘾了是吧 一时半会改不了贼心阿 不止井盖了什么近偷啥 不偷痒痒,1
和东北比，河南被地域黑不算严重,1
你看看河北??啥也没有,0
同性恋大多是先天的，只是为了生存不得不一开始学会伪装。还有，同性恋也没法传染。异性恋身上也没有同性恋的基因。,0
举个例子 只有会咬人且凶悍的狗 才会在大街上 见到人就叫 甚至去咬，然而大部分宠物狗是不敢这样做的，除非饲养的主人是个脑残。你懂我意思了么？友善,1
小伙子你说的很对,0
呵，黑安徽江西最严重的也是你们那吧??那就不要怪别人反击,0
白女对黑人的同情和包容我也是看得无奈,0
也不一定，人家说不定是找到了获取大批流量的方法呢,0
雪崩的时候没有一片雪花是无辜的，是好是坏我们都记得??,0
谁没事就会开黑？各省之间人员流动都很正常，为啥就河南人一流动就被黑，还不自己好好反省反省跑这来总结了,1
国外有敌对黑恶势力，收买国内一些下贱二狗子汉奸在国内做恶意引导～,1
反正基佬来山东河南河北 只敢学艺术文科,0
跟着一起回非洲就行，留在国内就算了。,0
到处黑广东人长相这个真的过分……我不是广东人（北京的）也觉得好无语??????,1
笑死了，东北宇宙,0
相比较来说我觉得普信男还可以一不危害社会，还能自强不息。相反对社会危害最大的是那些既当婊子有立牌坊的人，这可不是什么荡妇羞辱，相反我对一些光明坦荡的性开放是持欣赏态度，现在某些群体又当又立的行为一直到了颠倒黑白混淆丑美的地步了。,1
从图灵的例子和山羊实验来看，决定性向的基因很可能就不在性染色体上，而是跟其他的染色体性状绑在一起的。,0
如果中国姑娘也贤惠能干不要彩礼还愿意嫁给这些农村老光棍，他们吃撑了去找非洲黑。那些农村老光棍不娶这些非洲的很可能就要打一辈子光棍。女的可不一样，那些找黑人的女性是因为找不到正常的中国男人了么？吴施蒙婚都结了。,1
在郑州被骗不止一次，但不影响对河南全省的好感，尤其觉得洛阳开封很好。,0
拳师正在反思中……,0
内蒙人路过,0
我得提醒你一下gay一般即使看上直男也是想被上，不要操那么大的心??,1
我是觉得库里真不错。整个NBA没有几个不逛夜店的，然而库里洁身自好，这条件仍然只爱他老婆一人。谁能嫁给库里肯定不算EZ,0
扯，河北人最喜欢山东不假，但河北可不喜欢东北,0
你也不用着急，我的目标就是让那些思想保守，为了结婚不得已被国女疯狂割韭菜的中国男性，可以开眼看世界。让他们明白，这一代国女是个什么货色。第一手开始拆房子的是女拳，既然你们已经开始拆房子了，那就把房子烧了，谁也别住。,1
????成都是人民的城市啊，威武啊成都群众。,0
行，没问题。我就觉得中国外娶率超过涉外婚姻的九成才是正常的。配得上国内女拳发展的。,0
??我一路人又不跟她上床，她又怎么知道我的尺寸然后跟她前任比。就是单纯歧视eg,1
中国男人娶黑人女孩是逼不得已是谁多的，我保证不喷死他。,1
其实我不关心女人找不找黑人的问题，但你随他去非洲，去美国不好吗，别留种在中国，最最起码找个白人啊，白人起码后代大概率还挺好看,0
山西歧视外地人？??,1
江北八市是啥？,0
这是被黑吗？只是把东北人所作所为如实说出来。,1
那你到底会不会,0
我也是第一次听说把豆瓣划到男性,0
南方人的祖先从我们河南逃过去，这叫保存实力，东北不抵抗，就是没有血性，我寻思着有血性的也不会逃到南方吧,0
我从来不会同情国女生的黑人孩子。包括他们的母亲。一样不会同情。,1
其实不然的，明显反对的还是更多,0
雀食 但这本质应该类似于一种“过敏”,0
嗯，马上就有人说河南人偷井盖了。,1
民族根本不是debuff，我00后沈阳人，从小到大，班里有回族，满族，朝鲜族，根本不当回事，上了大学，班里有侗族，苗族，完全就没有民族区别的意思,0
在东北上学，对这里普遍印象很好，但一部分群体，莫名的有种害怕？就是犯病起来特别跳，一点不顺心就不考虑别人怎么想的，咋咋呼呼的，整天把弄你放在嘴边??还有一起打游戏，他总是那个主动挑衅对面，说自己人的，偶尔遇到回怼就是一场骂战，说实话和这种人做室友，虽然关系不错，应有的室友感情也可以看出来他的投入，但是总有一种莫名的头大。这种外放式情感起伏，加上有些时候说的话可太让人不适了,1
更不要说很多时候所谓的“东北人”就是东北唐山，东北福建，东北江苏的东北人。难蔓分不清除自己村以外的其他地区，一律归为东北人，反正东北这种舆论失势地区泼他什么脏水都是有人信的。,1
河南，东北，山东，地域黑重灾区……,1
我只是说有点伤心 没有很大的意见 太让人伤心指的是前面湖北发布关评论那件事 再说了 读错了我不能有意见？因为有意见所以被黑？你什么逻辑？我们受委屈都得憋着这样才不会被黑吗？反正我这个评论发出来说什么都会被说代表河南人的立场，我不想说太多，我要是没发这段话真的想让你知道你自己是什么牛马,1
三民主义就有民族主义。,0
唉我这个甘肃兰州人也不说啥了,0
我主张拆掉屋顶的时候才有人同意开窗户。,0
河南、东北、新疆、上海、安徽等,0
你在知乎和今日头条多搜搜河南为什么被黑这类问题，然后就会给你推荐类似问题。然后你就不会觉得委屈了??????！河南仍然是地域黑的最大目标！,1
习惯就好了，想想人家河南人，那么多年都过来了……,0
听说艾滋病可以潜伏好几年，评论区的可以撤退了??????不害怕吗,1
